,PRICE TYPE,DATE,PERIOD,PRICE ($/MWh),DEMAND (MW)
33,USEP,01 Nov 2005,34,131.26,4009.657
34,USEP,01 Nov 2005,35,131.83,4019.512
35,USEP,01 Nov 2005,36,131.26,3995.557
36,USEP,01 Nov 2005,37,138.46,4062.587
37,USEP,01 Nov 2005,38,131.26,4141.332
38,USEP,01 Nov 2005,39,134.43,4227.427
39,USEP,01 Nov 2005,40,142.19,4285.795
40,USEP,01 Nov 2005,41,139.63,4301.769
41,USEP,01 Nov 2005,42,139.57,4308.597
42,USEP,01 Nov 2005,43,138.57,4309.412
43,USEP,01 Nov 2005,44,134.46,4269.314
44,USEP,01 Nov 2005,45,134.39,4229.505
45,USEP,01 Nov 2005,46,129.41,4174.889
46,USEP,01 Nov 2005,47,129.4,4112.75
47,USEP,01 Nov 2005,48,128.25,4044.477
48,USEP,02 Nov 2005,1,124.22,3974.956
49,USEP,02 Nov 2005,2,127.37,3887.569
50,USEP,02 Nov 2005,3,126.4,3809.674
51,USEP,02 Nov 2005,4,124.19,3743.265
52,USEP,02 Nov 2005,5,121.1,3679.977
53,USEP,02 Nov 2005,6,111.06,3614.348
54,USEP,02 Nov 2005,7,110.56,3594.91
55,USEP,02 Nov 2005,8,108.51,3589.548
56,USEP,02 Nov 2005,9,110.56,3602.425
57,USEP,02 Nov 2005,10,110.55,3602.808
58,USEP,02 Nov 2005,11,108.3,3634.969
59,USEP,02 Nov 2005,12,110.65,3711.989
60,USEP,02 Nov 2005,13,120.15,3828.997
61,USEP,02 Nov 2005,14,116.78,3924.009
62,USEP,02 Nov 2005,15,105.37,4057.627
63,USEP,02 Nov 2005,16,104.62,4195.783
64,USEP,02 Nov 2005,17,105.95,4500.454
65,USEP,02 Nov 2005,18,105.89,4668.54
66,USEP,02 Nov 2005,19,108.18,4835.88
67,USEP,02 Nov 2005,20,110.22,4894.585
68,USEP,02 Nov 2005,21,126.49,5022.737
69,USEP,02 Nov 2005,22,126.44,5035.544
70,USEP,02 Nov 2005,23,126.53,5072.76
71,USEP,02 Nov 2005,24,126.47,5064.201
72,USEP,02 Nov 2005,25,126.5,5065.146
73,USEP,02 Nov 2005,26,126.44,5058.849
74,USEP,02 Nov 2005,27,126.41,5042.989
75,USEP,02 Nov 2005,28,126.47,5067.805
76,USEP,02 Nov 2005,29,127.56,5102.863
77,USEP,02 Nov 2005,30,127.46,5088.544
78,USEP,02 Nov 2005,31,126.65,5083.589
79,USEP,02 Nov 2005,32,126.47,5091.904
80,USEP,02 Nov 2005,33,126.68,5100.666
81,USEP,02 Nov 2005,34,123.36,5034.481
82,USEP,02 Nov 2005,35,117.58,4951.457
83,USEP,02 Nov 2005,36,108.55,4789.266
84,USEP,02 Nov 2005,37,121.13,4706.848
85,USEP,02 Nov 2005,38,124.13,4721.763
86,USEP,02 Nov 2005,39,125.17,4700.755
87,USEP,02 Nov 2005,40,126.22,4646.428
88,USEP,02 Nov 2005,41,126.43,4591.589
89,USEP,02 Nov 2005,42,124.37,4545.97
90,USEP,02 Nov 2005,43,107.97,4422.569
91,USEP,02 Nov 2005,44,105.93,4325.908
92,USEP,02 Nov 2005,45,121.55,4248.162
93,USEP,02 Nov 2005,46,124.16,4153.643
94,USEP,02 Nov 2005,47,114.7,4068.362
95,USEP,02 Nov 2005,48,106.06,3996.665
96,USEP,03 Nov 2005,1,134.44,3925.048
97,USEP,03 Nov 2005,2,131.96,3866.138
98,USEP,03 Nov 2005,3,121.22,3794.774
99,USEP,03 Nov 2005,4,124.18,3729.786
100,USEP,03 Nov 2005,5,105.05,3672.179
101,USEP,03 Nov 2005,6,103.89,3604.269
102,USEP,03 Nov 2005,7,102.99,3557.879
103,USEP,03 Nov 2005,8,103.02,3529.038
104,USEP,03 Nov 2005,9,104.04,3499.084
105,USEP,03 Nov 2005,10,103.11,3477.897
106,USEP,03 Nov 2005,11,103.08,3470.894
107,USEP,03 Nov 2005,12,103.02,3515.147
108,USEP,03 Nov 2005,13,103.4,3553.674
109,USEP,03 Nov 2005,14,103.02,3518.422
110,USEP,03 Nov 2005,15,102.56,3481.237
111,USEP,03 Nov 2005,16,103.49,3566.651
112,USEP,03 Nov 2005,17,121.55,3657.284
113,USEP,03 Nov 2005,18,121.76,3759.636
114,USEP,03 Nov 2005,19,103.97,3830.652
115,USEP,03 Nov 2005,20,131.84,3909.243
116,USEP,03 Nov 2005,21,139.14,3970.528
117,USEP,03 Nov 2005,22,145.07,3998.295
118,USEP,03 Nov 2005,23,103.53,3957.059
119,USEP,03 Nov 2005,24,103.62,3930.42
120,USEP,03 Nov 2005,25,103.74,3938.884
121,USEP,03 Nov 2005,26,104.1,3988.917
122,USEP,03 Nov 2005,27,103.92,4008.996
123,USEP,03 Nov 2005,28,103.92,4020.397
124,USEP,03 Nov 2005,29,103.92,4003.931
125,USEP,03 Nov 2005,30,103.92,3991.437
126,USEP,03 Nov 2005,31,133.22,3973.734
127,USEP,03 Nov 2005,32,131.97,3963.292
128,USEP,03 Nov 2005,33,131.85,3948.004
129,USEP,03 Nov 2005,34,122.24,3949.649
130,USEP,03 Nov 2005,35,121.47,3936.603
131,USEP,03 Nov 2005,36,122.24,3950.733
132,USEP,03 Nov 2005,37,134.12,4012.559
133,USEP,03 Nov 2005,38,103.87,4115.712
134,USEP,03 Nov 2005,39,104.06,4149.279
135,USEP,03 Nov 2005,40,121.64,4169.895
136,USEP,03 Nov 2005,41,121.64,4187.001
137,USEP,03 Nov 2005,42,131.91,4211.31
138,USEP,03 Nov 2005,43,133.15,4223.079
139,USEP,03 Nov 2005,44,122.26,4193.452
140,USEP,03 Nov 2005,45,103.97,4123.251
141,USEP,03 Nov 2005,46,103.41,4052.985
142,USEP,03 Nov 2005,47,103.04,3961.433
143,USEP,03 Nov 2005,48,103.13,3872.977
144,USEP,04 Nov 2005,1,103.58,3786.151
145,USEP,04 Nov 2005,2,104.01,3704.25
146,USEP,04 Nov 2005,3,104.05,3639.233
147,USEP,04 Nov 2005,4,103.99,3600.124
148,USEP,04 Nov 2005,5,103.98,3580.83
149,USEP,04 Nov 2005,6,103.8,3549.778
150,USEP,04 Nov 2005,7,103.52,3527.075
151,USEP,04 Nov 2005,8,103.52,3518.651
152,USEP,04 Nov 2005,9,103.52,3516.946
153,USEP,04 Nov 2005,10,103.42,3523.924
154,USEP,04 Nov 2005,11,102.96,3529.55
155,USEP,04 Nov 2005,12,102.91,3536.319
156,USEP,04 Nov 2005,13,103.47,3625.521
157,USEP,04 Nov 2005,14,102.99,3737.679
158,USEP,04 Nov 2005,15,103.53,3900.322
159,USEP,04 Nov 2005,16,104.21,4185.943
160,USEP,04 Nov 2005,17,104.64,4496.687
161,USEP,04 Nov 2005,18,104.83,4679.136
162,USEP,04 Nov 2005,19,106.13,4808.788
163,USEP,04 Nov 2005,20,108.23,4866.639
164,USEP,04 Nov 2005,21,110.93,4915.017
165,USEP,04 Nov 2005,22,134.57,4985.318
166,USEP,04 Nov 2005,23,134.58,4985.308
167,USEP,04 Nov 2005,24,105.48,4943.157
168,USEP,04 Nov 2005,25,105.18,4904.838
169,USEP,04 Nov 2005,26,105.22,4914.942
170,USEP,04 Nov 2005,27,106.84,4932.924
171,USEP,04 Nov 2005,28,112.84,4955.647
172,USEP,04 Nov 2005,29,106.09,4970.825
173,USEP,04 Nov 2005,30,127.35,4988.787
174,USEP,04 Nov 2005,31,122.16,4974.741
175,USEP,04 Nov 2005,32,112.22,4958.112
176,USEP,04 Nov 2005,33,105.86,4906.598
177,USEP,04 Nov 2005,34,105.34,4852.942
178,USEP,04 Nov 2005,35,105.8,4754.764
179,USEP,04 Nov 2005,36,104.97,4610.336
180,USEP,04 Nov 2005,37,104.66,4537.883
181,USEP,04 Nov 2005,38,104.76,4602.439
182,USEP,04 Nov 2005,39,104.74,4588.776
183,USEP,04 Nov 2005,40,104.73,4547.59
184,USEP,04 Nov 2005,41,107.47,4562.574
185,USEP,04 Nov 2005,42,105.62,4441.117
186,USEP,04 Nov 2005,43,104.59,4367.437
187,USEP,04 Nov 2005,44,104.43,4306.749
188,USEP,04 Nov 2005,45,105.5,4204.993
189,USEP,04 Nov 2005,46,105.64,4100.856
190,USEP,04 Nov 2005,47,104.6,3993.509
191,USEP,04 Nov 2005,48,104.24,3886.933
192,USEP,05 Nov 2005,1,105.45,3765.66
193,USEP,05 Nov 2005,2,105.2,3675.449
194,USEP,05 Nov 2005,3,106.25,3648.094
195,USEP,05 Nov 2005,4,105.45,3603.553
196,USEP,05 Nov 2005,5,105.04,3551.468
197,USEP,05 Nov 2005,6,146.49,3522.105
198,USEP,05 Nov 2005,7,142.53,3492.061
199,USEP,05 Nov 2005,8,140.33,3489.054
200,USEP,05 Nov 2005,9,137.14,3478.364
201,USEP,05 Nov 2005,10,132.36,3466.729
202,USEP,05 Nov 2005,11,156.64,3470.775
203,USEP,05 Nov 2005,12,152.7,3499.884
204,USEP,05 Nov 2005,13,132.02,3558.386
205,USEP,05 Nov 2005,14,131.33,3618.314
206,USEP,05 Nov 2005,15,132.31,3744.145
207,USEP,05 Nov 2005,16,160.03,3917.031
208,USEP,05 Nov 2005,17,132.22,4078.377
209,USEP,05 Nov 2005,18,160.16,4228.933
210,USEP,05 Nov 2005,19,170.81,4376.512
211,USEP,05 Nov 2005,20,194.99,4478.387
212,USEP,05 Nov 2005,21,172.61,4529.991
213,USEP,05 Nov 2005,22,162.48,4583.488
214,USEP,05 Nov 2005,23,121.25,4578.2
215,USEP,05 Nov 2005,24,106.13,4493.79
216,USEP,05 Nov 2005,25,108.15,4408.524
217,USEP,05 Nov 2005,26,107.14,4368.446
218,USEP,05 Nov 2005,27,105.4,4329.352
219,USEP,05 Nov 2005,28,105.02,4289.826
220,USEP,05 Nov 2005,29,105.17,4267.023
221,USEP,05 Nov 2005,30,105.39,4237.064
222,USEP,05 Nov 2005,31,104.96,4196.822
223,USEP,05 Nov 2005,32,104.96,4168.483
224,USEP,05 Nov 2005,33,105.61,4137.455
225,USEP,05 Nov 2005,34,105.44,4097.452
226,USEP,05 Nov 2005,35,104.95,4046.822
227,USEP,05 Nov 2005,36,105.17,4047.215
228,USEP,05 Nov 2005,37,105.72,4085.052
229,USEP,05 Nov 2005,38,120.17,4164.989
230,USEP,05 Nov 2005,39,121.5,4191.211
231,USEP,05 Nov 2005,40,128.49,4259.429
232,USEP,05 Nov 2005,41,126.37,4229.43
233,USEP,05 Nov 2005,42,123.23,4206.414
234,USEP,05 Nov 2005,43,111.11,4184.601
235,USEP,05 Nov 2005,44,106.91,4118.46
236,USEP,05 Nov 2005,45,214.92,4042.285
237,USEP,05 Nov 2005,46,170.81,3950.703
238,USEP,05 Nov 2005,47,163.92,3916.28
239,USEP,05 Nov 2005,48,153.79,3852.674
240,USEP,06 Nov 2005,1,148.78,3789.675
241,USEP,06 Nov 2005,2,143.98,3725.502
242,USEP,06 Nov 2005,3,131.12,3635.252
243,USEP,06 Nov 2005,4,107.08,3574.171
244,USEP,06 Nov 2005,5,108.55,3514.406
245,USEP,06 Nov 2005,6,105.62,3477.141
246,USEP,06 Nov 2005,7,103.51,3456.014
247,USEP,06 Nov 2005,8,105.63,3452.594
248,USEP,06 Nov 2005,9,99.97,3437.416
249,USEP,06 Nov 2005,10,99.96,3420.463
250,USEP,06 Nov 2005,11,100.12,3411.309
251,USEP,06 Nov 2005,12,100.11,3420.011
252,USEP,06 Nov 2005,13,101.04,3449.409
253,USEP,06 Nov 2005,14,101.04,3452.192
254,USEP,06 Nov 2005,15,101.04,3443.455
255,USEP,06 Nov 2005,16,103.42,3493.07
256,USEP,06 Nov 2005,17,102.15,3519.615
257,USEP,06 Nov 2005,18,102.39,3547.129
258,USEP,06 Nov 2005,19,103.45,3630.898
259,USEP,06 Nov 2005,20,105.58,3702.064
260,USEP,06 Nov 2005,21,111.13,3788.477
261,USEP,06 Nov 2005,22,119.77,3835.513
262,USEP,06 Nov 2005,23,105.59,3840.533
263,USEP,06 Nov 2005,24,103.68,3831.438
264,USEP,06 Nov 2005,25,105.73,3830.225
265,USEP,06 Nov 2005,26,105.67,3842.128
266,USEP,06 Nov 2005,27,105.73,3855.159
267,USEP,06 Nov 2005,28,105.63,3862.366
268,USEP,06 Nov 2005,29,105.66,3867.778
269,USEP,06 Nov 2005,30,105.73,3867.281
270,USEP,06 Nov 2005,31,150.4,3984.752
271,USEP,06 Nov 2005,32,130.5,3912.672
272,USEP,06 Nov 2005,33,121.9,3879.155
273,USEP,06 Nov 2005,34,132.43,3852.988
274,USEP,06 Nov 2005,35,131.13,3847.858
275,USEP,06 Nov 2005,36,130.57,3905.829
276,USEP,06 Nov 2005,37,145.15,3981.551
277,USEP,06 Nov 2005,38,130.32,4073.541
278,USEP,06 Nov 2005,39,128.11,4080.683
279,USEP,06 Nov 2005,40,174.32,4145.571
280,USEP,06 Nov 2005,41,192.1,4197.682
281,USEP,06 Nov 2005,42,191.78,4186.778
282,USEP,06 Nov 2005,43,164.23,4137.336
283,USEP,06 Nov 2005,44,141.92,4092.74
284,USEP,06 Nov 2005,45,133.11,4044.874
285,USEP,06 Nov 2005,46,128.01,3985.657
286,USEP,06 Nov 2005,47,121.42,3920.734
287,USEP,06 Nov 2005,48,106.06,3832.223
288,USEP,07 Nov 2005,1,103.08,3714.682
289,USEP,07 Nov 2005,2,104.54,3636.171
290,USEP,07 Nov 2005,3,104.48,3578.733
291,USEP,07 Nov 2005,4,104.11,3547.0
292,USEP,07 Nov 2005,5,102.49,3502.051
293,USEP,07 Nov 2005,6,102.46,3463.966
294,USEP,07 Nov 2005,7,100.99,3444.394
295,USEP,07 Nov 2005,8,100.99,3430.304
296,USEP,07 Nov 2005,9,100.99,3432.685
297,USEP,07 Nov 2005,10,100.99,3432.009
298,USEP,07 Nov 2005,11,100.81,3469.602
299,USEP,07 Nov 2005,12,100.83,3534.42
300,USEP,07 Nov 2005,13,101.97,3661.548
301,USEP,07 Nov 2005,14,102.52,3789.575
302,USEP,07 Nov 2005,15,102.61,3980.229
303,USEP,07 Nov 2005,16,104.57,4280.805
304,USEP,07 Nov 2005,17,106.02,4569.716
305,USEP,07 Nov 2005,18,105.91,4749.839
306,USEP,07 Nov 2005,19,114.05,4854.149
307,USEP,07 Nov 2005,20,122.58,4915.166
308,USEP,07 Nov 2005,21,126.43,4987.609
309,USEP,07 Nov 2005,22,127.51,5022.18
310,USEP,07 Nov 2005,23,127.52,5030.465
311,USEP,07 Nov 2005,24,127.49,5007.737
312,USEP,07 Nov 2005,25,126.43,4992.161
313,USEP,07 Nov 2005,26,126.44,5012.081
314,USEP,07 Nov 2005,27,126.47,5051.304
315,USEP,07 Nov 2005,28,129.57,5109.727
316,USEP,07 Nov 2005,29,147.4,5180.663
317,USEP,07 Nov 2005,30,147.41,5150.411
318,USEP,07 Nov 2005,31,129.59,5136.917
319,USEP,07 Nov 2005,32,137.68,5146.311
320,USEP,07 Nov 2005,33,129.6,5124.418
321,USEP,07 Nov 2005,34,131.54,5088.634
322,USEP,07 Nov 2005,35,127.56,5025.982
323,USEP,07 Nov 2005,36,113.42,4888.636
324,USEP,07 Nov 2005,37,106.28,4815.125
325,USEP,07 Nov 2005,38,106.34,4820.199
326,USEP,07 Nov 2005,39,106.16,4789.798
327,USEP,07 Nov 2005,40,105.9,4726.197
328,USEP,07 Nov 2005,41,129.69,4696.302
329,USEP,07 Nov 2005,42,132.79,4643.372
330,USEP,07 Nov 2005,43,128.63,4574.721
331,USEP,07 Nov 2005,44,150.16,4479.923
332,USEP,07 Nov 2005,45,153.8,4373.342
333,USEP,07 Nov 2005,46,159.6,4275.348
334,USEP,07 Nov 2005,47,163.83,4202.905
335,USEP,07 Nov 2005,48,132.4,4070.907
336,USEP,08 Nov 2005,1,105.49,3922.592
337,USEP,08 Nov 2005,2,125.45,3809.117
338,USEP,08 Nov 2005,3,131.73,3775.58
339,USEP,08 Nov 2005,4,124.84,3767.578
340,USEP,08 Nov 2005,5,121.36,3730.875
341,USEP,08 Nov 2005,6,110.98,3682.034
342,USEP,08 Nov 2005,7,110.43,3650.122
343,USEP,08 Nov 2005,8,108.14,3633.12
344,USEP,08 Nov 2005,9,108.14,3628.269
345,USEP,08 Nov 2005,10,108.17,3633.91
346,USEP,08 Nov 2005,11,110.48,3675.713
347,USEP,08 Nov 2005,12,115.28,3735.492
348,USEP,08 Nov 2005,13,132.59,3853.201
349,USEP,08 Nov 2005,14,185.76,3956.493
350,USEP,08 Nov 2005,15,163.5,4107.993
351,USEP,08 Nov 2005,16,173.44,4363.849
352,USEP,08 Nov 2005,17,331.51,4664.892
353,USEP,08 Nov 2005,18,302.89,4864.343
354,USEP,08 Nov 2005,19,302.75,4974.324
355,USEP,08 Nov 2005,20,302.85,5065.583
356,USEP,08 Nov 2005,21,173.49,5173.213
357,USEP,08 Nov 2005,22,171.12,5206.378
358,USEP,08 Nov 2005,23,120.61,5212.695
359,USEP,08 Nov 2005,24,113.4,5158.139
360,USEP,08 Nov 2005,25,120.48,5113.066
361,USEP,08 Nov 2005,26,121.88,5162.886
362,USEP,08 Nov 2005,27,132.22,5192.77
363,USEP,08 Nov 2005,28,150.91,5217.68
364,USEP,08 Nov 2005,29,152.71,5231.497
365,USEP,08 Nov 2005,30,152.44,5234.553
366,USEP,08 Nov 2005,31,153.88,5244.752
367,USEP,08 Nov 2005,32,151.82,5229.32
368,USEP,08 Nov 2005,33,151.85,5184.903
369,USEP,08 Nov 2005,34,146.81,5145.585
370,USEP,08 Nov 2005,35,134.67,5052.582
371,USEP,08 Nov 2005,36,125.39,4918.953
372,USEP,08 Nov 2005,37,124.33,4862.141
373,USEP,08 Nov 2005,38,125.29,4875.331
374,USEP,08 Nov 2005,39,125.36,4848.508
375,USEP,08 Nov 2005,40,125.45,4792.591
376,USEP,08 Nov 2005,41,162.67,4740.808
377,USEP,08 Nov 2005,42,183.73,4680.358
378,USEP,08 Nov 2005,43,172.8,4608.413
379,USEP,08 Nov 2005,44,127.55,4499.5
380,USEP,08 Nov 2005,45,129.58,4380.006
381,USEP,08 Nov 2005,46,124.51,4288.146
382,USEP,08 Nov 2005,47,111.04,4249.211
383,USEP,08 Nov 2005,48,110.99,4129.479
384,USEP,09 Nov 2005,1,105.97,4030.551
385,USEP,09 Nov 2005,2,108.8,3939.088
386,USEP,09 Nov 2005,3,108.95,3922.066
387,USEP,09 Nov 2005,4,108.58,3827.954
388,USEP,09 Nov 2005,5,104.53,3789.208
389,USEP,09 Nov 2005,6,104.54,3750.591
390,USEP,09 Nov 2005,7,104.48,3716.089
391,USEP,09 Nov 2005,8,104.15,3690.657
392,USEP,09 Nov 2005,9,103.53,3681.93
393,USEP,09 Nov 2005,10,103.53,3691.294
394,USEP,09 Nov 2005,11,103.53,3717.311
395,USEP,09 Nov 2005,12,104.47,3800.052
396,USEP,09 Nov 2005,13,104.53,3903.14
397,USEP,09 Nov 2005,14,104.47,4000.631
398,USEP,09 Nov 2005,15,103.14,4166.331
399,USEP,09 Nov 2005,16,106.14,4421.516
400,USEP,09 Nov 2005,17,108.2,4689.225
401,USEP,09 Nov 2005,18,107.49,4870.212
402,USEP,09 Nov 2005,19,117.75,5001.594
403,USEP,09 Nov 2005,20,122.41,5069.047
404,USEP,09 Nov 2005,21,128.53,5141.674
405,USEP,09 Nov 2005,22,128.54,5176.663
406,USEP,09 Nov 2005,23,129.55,5190.38
407,USEP,09 Nov 2005,24,128.54,5163.586
408,USEP,09 Nov 2005,25,121.91,5118.19
409,USEP,09 Nov 2005,26,125.44,5131.366
410,USEP,09 Nov 2005,27,128.55,5192.596
411,USEP,09 Nov 2005,28,131.58,5232.53
412,USEP,09 Nov 2005,29,133.66,5259.498
413,USEP,09 Nov 2005,30,132.72,5249.712
414,USEP,09 Nov 2005,31,131.58,5233.33
415,USEP,09 Nov 2005,32,129.63,5214.951
416,USEP,09 Nov 2005,33,127.53,5167.19
417,USEP,09 Nov 2005,34,139.85,5115.288
418,USEP,09 Nov 2005,35,198.51,5046.687
419,USEP,09 Nov 2005,36,139.85,4936.766
420,USEP,09 Nov 2005,37,128.61,4855.481
421,USEP,09 Nov 2005,38,126.54,4871.738
422,USEP,09 Nov 2005,39,138.79,4854.507
423,USEP,09 Nov 2005,40,143.88,4795.662
424,USEP,09 Nov 2005,41,183.51,4743.249
425,USEP,09 Nov 2005,42,306.23,4687.873
426,USEP,09 Nov 2005,43,306.41,4625.962
427,USEP,09 Nov 2005,44,129.64,4510.101
428,USEP,09 Nov 2005,45,126.53,4399.086
429,USEP,09 Nov 2005,46,110.3,4298.975
430,USEP,09 Nov 2005,47,106.6,4212.632
431,USEP,09 Nov 2005,48,106.42,4044.939
432,USEP,10 Nov 2005,1,106.09,3937.82
433,USEP,10 Nov 2005,2,129.45,3853.186
434,USEP,10 Nov 2005,3,155.38,3858.097
435,USEP,10 Nov 2005,4,146.24,3783.313
436,USEP,10 Nov 2005,5,123.83,3733.807
437,USEP,10 Nov 2005,6,142.35,3696.905
438,USEP,10 Nov 2005,7,135.28,3656.002
439,USEP,10 Nov 2005,8,134.68,3612.718
440,USEP,10 Nov 2005,9,110.81,3567.511
441,USEP,10 Nov 2005,10,107.0,3593.414
442,USEP,10 Nov 2005,11,105.05,3632.543
443,USEP,10 Nov 2005,12,108.93,3713.688
444,USEP,10 Nov 2005,13,121.31,3819.604
445,USEP,10 Nov 2005,14,121.28,3921.116
446,USEP,10 Nov 2005,15,105.09,4095.842
447,USEP,10 Nov 2005,16,106.66,4386.418
448,USEP,10 Nov 2005,17,107.23,4621.742
449,USEP,10 Nov 2005,18,107.25,4828.753
450,USEP,10 Nov 2005,19,107.26,4938.421
451,USEP,10 Nov 2005,20,111.73,5038.904
452,USEP,10 Nov 2005,21,126.51,5123.081
453,USEP,10 Nov 2005,22,135.6,5170.992
454,USEP,10 Nov 2005,23,135.61,5213.843
455,USEP,10 Nov 2005,24,139.67,5188.491
456,USEP,10 Nov 2005,25,129.54,5146.708
457,USEP,10 Nov 2005,26,129.55,5151.311
458,USEP,10 Nov 2005,27,134.57,5183.273
459,USEP,10 Nov 2005,28,134.67,5195.683
460,USEP,10 Nov 2005,29,130.51,5188.089
461,USEP,10 Nov 2005,30,126.51,5135.839
462,USEP,10 Nov 2005,31,126.45,5117.023
463,USEP,10 Nov 2005,32,126.45,5115.83
464,USEP,10 Nov 2005,33,124.46,5109.235
465,USEP,10 Nov 2005,34,111.72,5067.67
466,USEP,10 Nov 2005,35,107.51,4982.505
467,USEP,10 Nov 2005,36,107.37,4862.226
468,USEP,10 Nov 2005,37,107.37,4787.407
469,USEP,10 Nov 2005,38,107.52,4826.114
470,USEP,10 Nov 2005,39,107.5,4803.848
471,USEP,10 Nov 2005,40,107.42,4752.413
472,USEP,10 Nov 2005,41,134.59,4698.086
473,USEP,10 Nov 2005,42,135.72,4634.187
474,USEP,10 Nov 2005,43,130.56,4559.717
475,USEP,10 Nov 2005,44,121.19,4458.662
476,USEP,10 Nov 2005,45,121.21,4337.274
477,USEP,10 Nov 2005,46,117.21,4244.484
478,USEP,10 Nov 2005,47,106.49,4149.706
479,USEP,10 Nov 2005,48,103.1,3983.972
480,USEP,11 Nov 2005,1,104.65,3816.349
481,USEP,11 Nov 2005,2,122.22,3738.886
482,USEP,11 Nov 2005,3,130.3,3736.029
483,USEP,11 Nov 2005,4,122.2,3699.718
484,USEP,11 Nov 2005,5,117.05,3653.184
485,USEP,11 Nov 2005,6,110.46,3611.679
486,USEP,11 Nov 2005,7,127.21,3582.391
487,USEP,11 Nov 2005,8,126.16,3558.212
488,USEP,11 Nov 2005,9,127.26,3541.428
489,USEP,11 Nov 2005,10,133.31,3534.092
490,USEP,11 Nov 2005,11,133.32,3567.819
491,USEP,11 Nov 2005,12,134.28,3654.685
492,USEP,11 Nov 2005,13,133.3,3762.688
493,USEP,11 Nov 2005,14,130.27,3865.815
494,USEP,11 Nov 2005,15,109.66,4038.518
495,USEP,11 Nov 2005,16,121.14,4322.752
496,USEP,11 Nov 2005,17,130.22,4582.613
497,USEP,11 Nov 2005,18,128.2,4764.466
498,USEP,11 Nov 2005,19,128.21,4872.161
499,USEP,11 Nov 2005,20,129.44,4964.613
500,USEP,11 Nov 2005,21,133.54,5046.543
501,USEP,11 Nov 2005,22,162.04,5102.371
502,USEP,11 Nov 2005,23,162.08,5102.967
503,USEP,11 Nov 2005,24,131.52,5064.887
504,USEP,11 Nov 2005,25,127.54,5037.676
505,USEP,11 Nov 2005,26,128.47,5063.799
506,USEP,11 Nov 2005,27,129.49,5086.631
507,USEP,11 Nov 2005,28,127.51,5117.505
508,USEP,11 Nov 2005,29,122.48,5135.725
509,USEP,11 Nov 2005,30,122.45,5126.316
510,USEP,11 Nov 2005,31,121.88,5109.871
511,USEP,11 Nov 2005,32,121.42,5093.967
512,USEP,11 Nov 2005,33,121.37,5065.822
513,USEP,11 Nov 2005,34,112.96,5029.387
514,USEP,11 Nov 2005,35,108.55,4959.081
515,USEP,11 Nov 2005,36,108.35,4836.605
516,USEP,11 Nov 2005,37,107.21,4765.171
517,USEP,11 Nov 2005,38,108.52,4783.183
518,USEP,11 Nov 2005,39,108.38,4758.964
519,USEP,11 Nov 2005,40,108.29,4702.559
520,USEP,11 Nov 2005,41,110.93,4648.158
521,USEP,11 Nov 2005,42,129.71,4581.262
522,USEP,11 Nov 2005,43,126.56,4494.336
523,USEP,11 Nov 2005,44,126.57,4387.317
524,USEP,11 Nov 2005,45,127.3,4299.815
525,USEP,11 Nov 2005,46,127.3,4214.446
526,USEP,11 Nov 2005,47,121.26,4144.841
527,USEP,11 Nov 2005,48,110.14,4056.4
528,USEP,12 Nov 2005,1,109.1,3954.937
529,USEP,12 Nov 2005,2,106.01,3886.346
530,USEP,12 Nov 2005,3,131.4,3843.003
531,USEP,12 Nov 2005,4,131.4,3783.865
532,USEP,12 Nov 2005,5,121.53,3761.574
533,USEP,12 Nov 2005,6,113.59,3695.558
534,USEP,12 Nov 2005,7,109.1,3653.641
535,USEP,12 Nov 2005,8,107.54,3633.92
536,USEP,12 Nov 2005,9,107.45,3612.733
537,USEP,12 Nov 2005,10,107.08,3604.035
538,USEP,12 Nov 2005,11,107.45,3613.091
539,USEP,12 Nov 2005,12,111.11,3629.064
540,USEP,12 Nov 2005,13,107.31,3661.851
541,USEP,12 Nov 2005,14,107.02,3678.789
542,USEP,12 Nov 2005,15,112.6,3776.166
543,USEP,12 Nov 2005,16,136.46,3945.748
544,USEP,12 Nov 2005,17,133.31,4142.276
545,USEP,12 Nov 2005,18,144.61,4294.875
546,USEP,12 Nov 2005,19,161.86,4421.401
547,USEP,12 Nov 2005,20,201.91,4521.075
548,USEP,12 Nov 2005,21,169.29,4607.096
549,USEP,12 Nov 2005,22,162.38,4637.159
550,USEP,12 Nov 2005,23,161.66,4624.431
551,USEP,12 Nov 2005,24,134.26,4589.467
552,USEP,12 Nov 2005,25,152.31,4551.606
553,USEP,12 Nov 2005,26,141.66,4514.997
554,USEP,12 Nov 2005,27,139.59,4469.277
555,USEP,12 Nov 2005,28,139.54,4442.444
556,USEP,12 Nov 2005,29,141.56,4433.394
557,USEP,12 Nov 2005,30,142.17,4443.697
558,USEP,12 Nov 2005,31,151.47,4421.272
559,USEP,12 Nov 2005,32,142.14,4375.886
560,USEP,12 Nov 2005,33,145.17,4330.828
561,USEP,12 Nov 2005,34,137.0,4287.435
562,USEP,12 Nov 2005,35,131.73,4242.198
563,USEP,12 Nov 2005,36,121.16,4214.267
564,USEP,12 Nov 2005,37,111.02,4218.248
565,USEP,12 Nov 2005,38,128.38,4287.465
566,USEP,12 Nov 2005,39,135.0,4333.587
567,USEP,12 Nov 2005,40,136.53,4347.189
568,USEP,12 Nov 2005,41,135.0,4339.103
